
00000001NAME1                         PARIS               0190000720200101
00000002NAME2                         LYON                0200001420200202
00000003NAME3                         MARSEILLE           0210002120200303
00000004NAME4                         LILLE               0220002820200404
00000005NAME5                         NANTES              0230003520200505
00000006NAME6                         BORDEAUX            0240004220200606
00000007NAME7                         TOULOUSE            0250004920200707
00000008NAME8                         NICE                0260005620200808
00000009NAME9                         PARIS               0270006320200909
00000010NAME10                        LYON                0280007020201010
00000011NAME11                        MARSEILLE           0290007720201111
00000012NAME12                        LILLE               0300008420201212
00000013NAME13                        NANTES              0310009120200113
00000014NAME14                        BORDEAUX            0320009820200214
00000015NAME15                        TOULOUSE            0330010520200315
00000016NAME16                        NICE                0340011220200416
00000017NAME17                        PARIS               0350011920200517
00000018NAME18                        LYON                0360012620200618
00000019NAME19                        MARSEILLE           0370013320200719
00000020NAME20                        LILLE               0380014020200820
00000021NAME21                        NANTES              0390014720200921
00000022NAME22                        BORDEAUX            0400015420201022
00000023NAME23                        TOULOUSE            0410016120201123
00000024NAME24                        NICE                0420016820201224
00000025NAME25                        PARIS               0430017520200125
00000026NAME26                        LYON                0440018220200226
00000027NAME27                        MARSEILLE           0450018920200327
00000028NAME28                        LILLE               0460019620200428
00000029NAME29                        NANTES              0470020320200501
00000030NAME30                        BORDEAUX            0480021020200602
00000031NAME31                        TOULOUSE            0490021720200703
00000032NAME32                        NICE                0500022420200804
00000033NAME33                        PARIS               0510023120200905
00000034NAME34                        LYON                0520023820201006
00000035NAME35                        MARSEILLE           0530024520201107
00000036NAME36                        LILLE               0540025220201208
00000037NAME37                        NANTES              0550025920200109
00000038NAME38                        BORDEAUX            0560026620200210
00000039NAME39                        TOULOUSE            0570027320200311
00000040NAME40                        NICE                0580028020200412
00000041NAME41                        PARIS               0590028720200513
00000042NAME42                        LYON                0600029420200614
00000043NAME43                        MARSEILLE           0610030120200715
00000044NAME44                        LILLE               0620030820200816
00000045NAME45                        NANTES              0630031520200917
00000046NAME46                        BORDEAUX            0640032220201018
00000047NAME47                        TOULOUSE            0650032920201119
00000048NAME48                        NICE                0660033620201220
00000049NAME49                        PARIS               0670034320200121
00000050NAME50                        LYON                0680035020200222
00000051NAME51                        MARSEILLE           0690035720200323
00000052NAME52                        LILLE               0700036420200424
00000053NAME53                        NANTES              0710037120200525
00000054NAME54                        BORDEAUX            0720037820200626
00000055NAME55                        TOULOUSE            0730038520200727
00000056NAME56                        NICE                0740039220200828
00000057NAME57                        PARIS               0750039920200901
00000058NAME58                        LYON                0760040620201002
00000059NAME59                        MARSEILLE           0770041320201103
00000060NAME60                        LILLE               0780042020201204
00000061NAME61                        NANTES              0790042720200105
00000062NAME62                        BORDEAUX            0800043420200206
00000063NAME63                        TOULOUSE            0810044120200307
00000064NAME64                        NICE                0820044820200408
00000065NAME65                        PARIS               0830045520200509
00000066NAME66                        LYON                0840046220200610
00000067NAME67                        MARSEILLE           0850046920200711
00000068NAME68                        LILLE               0860047620200812
00000069NAME69                        NANTES              0870048320200913
00000070NAME70                        BORDEAUX            0180049020201014
00000071NAME71                        TOULOUSE            0190049720201115
00000072NAME72                        NICE                0200050420201216
00000073NAME73                        PARIS               0210051120200117
00000074NAME74                        LYON                0220051820200218
00000075NAME75                        MARSEILLE           0230052520200319
00000076NAME76                        LILLE               0240053220200420
00000077NAME77                        NANTES              0250053920200521
00000078NAME78                        BORDEAUX            0260054620200622
00000079NAME79                        TOULOUSE            0270055320200723
00000080NAME80                        NICE                0280056020200824
00000081NAME81                        PARIS               0290056720200925
00000082NAME82                        LYON                0300057420201026
00000083NAME83                        MARSEILLE           0310058120201127
00000084NAME84                        LILLE               0320058820201228
00000085NAME85                        NANTES              0330059520200101
00000086NAME86                        BORDEAUX            0340060220200202
00000087NAME87                        TOULOUSE            0350060920200303
00000088NAME88                        NICE                0360061620200404
00000089NAME89                        PARIS               0370062320200505
00000090NAME90                        LYON                0380063020200606
00000091NAME91                        MARSEILLE           0390063720200707
00000092NAME92                        LILLE               0400064420200808
00000093NAME93                        NANTES              0410065120200909
00000094NAME94                        BORDEAUX            0420065820201010
00000095NAME95                        TOULOUSE            0430066520201111
00000096NAME96                        NICE                0440067220201212
00000097NAME97                        PARIS               0450067920200113
00000098NAME98                        LYON                0460068620200214
00000099NAME99                        MARSEILLE           0470069320200315
00000100NAME100                       LILLE               0480070020200416
00000101NAME101                       NANTES              0490070720200517
00000102NAME102                       BORDEAUX            0500071420200618
00000103NAME103                       TOULOUSE            0510072120200719
00000104NAME104                       NICE                0520072820200820
00000105NAME105                       PARIS               0530073520200921
00000106NAME106                       LYON                0540074220201022
00000107NAME107                       MARSEILLE           0550074920201123
00000108NAME108                       LILLE               0560075620201224
00000109NAME109                       NANTES              0570076320200125
00000110NAME110                       BORDEAUX            0580077020200226
00000111NAME111                       TOULOUSE            0590077720200327
00000112NAME112                       NICE                0600078420200428
00000113NAME113                       PARIS               0610079120200501
00000114NAME114                       LYON                0620079820200602
00000115NAME115                       MARSEILLE           0630080520200703
00000116NAME116                       LILLE               0640081220200804
00000117NAME117                       NANTES              0650081920200905
00000118NAME118                       BORDEAUX            0660082620201006
00000119NAME119                       TOULOUSE            0670083320201107
00000120NAME120                       NICE                0680084020201208
00000121NAME121                       PARIS               0690084720200109
00000122NAME122                       LYON                0700085420200210
00000123NAME123                       MARSEILLE           0710086120200311
00000124NAME124                       LILLE               0720086820200412
00000125NAME125                       NANTES              0730087520200513
00000126NAME126                       BORDEAUX            0740088220200614
00000127NAME127                       TOULOUSE            0750088920200715
00000128NAME128                       NICE                0760089620200816
00000129NAME129                       PARIS               0770090320200917
00000130NAME130                       LYON                0780091020201018
00000131NAME131                       MARSEILLE           0790091720201119
00000132NAME132                       LILLE               0800092420201220
00000133NAME133                       NANTES              0810093120200121
00000134NAME134                       BORDEAUX            0820093820200222
00000135NAME135                       TOULOUSE            0830094520200323
00000136NAME136                       NICE                0840095220200424
00000137NAME137                       PARIS               0850095920200525
00000138NAME138                       LYON                0860096620200626
00000139NAME139                       MARSEILLE           0870097320200727
00000140NAME140                       LILLE               0180098020200828
00000141NAME141                       NANTES              0190098720200901
00000142NAME142                       BORDEAUX            0200099420201002
00000143NAME143                       TOULOUSE            0210100120201103
00000144NAME144                       NICE                0220100820201204
00000145NAME145                       PARIS               0230101520200105
00000146NAME146                       LYON                0240102220200206
00000147NAME147                       MARSEILLE           0250102920200307
00000148NAME148                       LILLE               0260103620200408
00000149NAME149                       NANTES              0270104320200509
00000150NAME150                       BORDEAUX            0280105020200610
00000151NAME151                       TOULOUSE            0290105720200711
00000152NAME152                       NICE                0300106420200812
00000153NAME153                       PARIS               0310107120200913
00000154NAME154                       LYON                0320107820201014
00000155NAME155                       MARSEILLE           0330108520201115
00000156NAME156                       LILLE               0340109220201216
00000157NAME157                       NANTES              0350109920200117
00000158NAME158                       BORDEAUX            0360110620200218
00000159NAME159                       TOULOUSE            0370111320200319
00000160NAME160                       NICE                0380112020200420
00000161NAME161                       PARIS               0390112720200521
00000162NAME162                       LYON                0400113420200622
00000163NAME163                       MARSEILLE           0410114120200723
00000164NAME164                       LILLE               0420114820200824
00000165NAME165                       NANTES              0430115520200925
00000166NAME166                       BORDEAUX            0440116220201026
00000167NAME167                       TOULOUSE            0450116920201127
00000168NAME168                       NICE                0460117620201228
00000169NAME169                       PARIS               0470118320200101
00000170NAME170                       LYON                0480119020200202
00000171NAME171                       MARSEILLE           0490119720200303
00000172NAME172                       LILLE               0500120420200404
00000173NAME173                       NANTES              0510121120200505
00000174NAME174                       BORDEAUX            0520121820200606
00000175NAME175                       TOULOUSE            0530122520200707
00000176NAME176                       NICE                0540123220200808
00000177NAME177                       PARIS               0550123920200909
00000178NAME178                       LYON                0560124620201010
00000179NAME179                       MARSEILLE           0570125320201111
00000180NAME180                       LILLE               0580126020201212
00000181NAME181                       NANTES              0590126720200113
00000182NAME182                       BORDEAUX            0600127420200214
00000183NAME183                       TOULOUSE            0610128120200315
00000184NAME184                       NICE                0620128820200416
00000185NAME185                       PARIS               0630129520200517
00000186NAME186                       LYON                0640130220200618
00000187NAME187                       MARSEILLE           0650130920200719
00000188NAME188                       LILLE               0660131620200820
00000189NAME189                       NANTES              0670132320200921
00000190NAME190                       BORDEAUX            0680133020201022
00000191NAME191                       TOULOUSE            0690133720201123
00000192NAME192                       NICE                0700134420201224
00000193NAME193                       PARIS               0710135120200125
00000194NAME194                       LYON                0720135820200226
00000195NAME195                       MARSEILLE           0730136520200327
00000196NAME196                       LILLE               0740137220200428
00000197NAME197                       NANTES              0750137920200501
00000198NAME198                       BORDEAUX            0760138620200602
00000199NAME199                       TOULOUSE            0770139320200703
00000200NAME200                       NICE                0780140020200804
00000201NAME201                       PARIS               0790140720200905
00000202NAME202                       LYON                0800141420201006
00000203NAME203                       MARSEILLE           0810142120201107
00000204NAME204                       LILLE               0820142820201208
00000205NAME205                       NANTES              0830143520200109
00000206NAME206                       BORDEAUX            0840144220200210
00000207NAME207                       TOULOUSE            0850144920200311
00000208NAME208                       NICE                0860145620200412
00000209NAME209                       PARIS               0870146320200513
00000210NAME210                       LYON                0180147020200614
00000211NAME211                       MARSEILLE           0190147720200715
00000212NAME212                       LILLE               0200148420200816
00000213NAME213                       NANTES              0210149120200917
00000214NAME214                       BORDEAUX            0220149820201018
00000215NAME215                       TOULOUSE            0230150520201119
00000216NAME216                       NICE                0240151220201220
